domain,has_https,domain_age_years,ssl_valid,ssl_issuer,redirect_count,page_load_time_sec,server_location,server_response_code,ads_density_score,external_links_count,social_media_presence,contact_info_available,privacy_policy_exists,terms_of_service_exists,whois_privacy_enabled,domain_registrar,content_update_frequency,mobile_responsive,security_headers_score,tls_version,certificate_type,hosting_type,cdn_used,javascript_obfuscation_score,popups_present,malware_flag_score,domain_age_bucket
thegatewaypundit.com,False,10,False,none,1,1.5,Offshore,200,0.83,201,medium,False,False,False,True,GoDaddy,weekly,True,48,none,self_signed,cloud,no,90,yes,24,new
thegatewaypundit.com,True,5,False,Cloudflare,3,5.4,Offshore,200,0.46,212,low,True,False,True,False,GoDaddy,irregular,False,62,TLS1.2,DV,cloud,yes,90,yes,48,new
activistpost.com,True,16,True,none,1,5.1,Offshore,200,0.82,145,low,False,False,False,True,Namecheap,daily,False,50,TLS1.2,none,offshore,no,43,yes,19,growing
bloomberg.com,True,175,True,InCommon,1,1.0,UK,200,0.34,15,medium,True,True,True,True,MarkMonitor,weekly,False,94,TLS1.3,EV,cloud,yes,6,no,3,legacy
yournewswire.com,True,4,False,none,1,3.6,USA,200,0.45,81,low,True,False,False,True,Namecheap,weekly,False,8,TLS1.2,DV,cloud,yes,72,no,40,new
infowars.com,True,21,True,self-signed,3,5.5,Canada,200,0.61,43,medium,False,True,False,True,GoDaddy,irregular,False,28,TLS1.2,OV,cloud,no,28,yes,35,growing
infowars.com,True,8,False,Cloudflare,4,1.5,Offshore,200,0.65,152,low,False,False,False,True,GoDaddy,irregular,True,32,TLS1.0,none,cloud,no,26,yes,10,new
dailybuzzlive.com,False,5,False,none,2,4.9,Offshore,200,0.91,197,low,False,False,False,True,Namecheap,daily,False,58,none,self_signed,cloud,no,80,yes,42,new
jstor.org,True,123,True,Amazon,0,1.2,UK,200,0.07,34,high,True,True,True,False,GoDaddy,hourly,True,94,TLS1.3,OV,enterprise,yes,17,no,0,legacy
wakingtimes.com,False,21,False,none,1,6.6,Offshore,200,0.89,114,none,True,True,False,True,GoDaddy,weekly,False,72,TLS1.2,none,offshore,no,97,yes,6,growing
cam.ac.uk,True,33,True,Amazon,0,1.8,Germany,200,0.46,33,medium,True,True,True,False,MarkMonitor,daily,True,99,TLS1.3,OV,cloud,no,15,no,0,established
zerohedge.com,True,7,False,Cloudflare,2,1.9,Offshore,200,0.89,181,low,False,False,False,True,Namecheap,irregular,False,9,TLS1.1,none,shared,no,64,yes,34,new
zerohedge.com,True,16,True,Let's Encrypt,1,1.8,USA,200,0.6,60,none,False,True,False,True,Namecheap,daily,True,34,TLS1.2,self_signed,cloud,no,22,yes,52,growing
thegatewaypundit.com,True,23,True,self-signed,4,5.4,UK,200,0.41,106,low,True,False,False,True,eNom,irregular,True,72,TLS1.1,none,cloud,no,95,yes,0,growing
dailybuzzlive.com,True,38,False,Let's Encrypt,1,5.5,USA,200,0.84,49,low,True,True,True,True,Namecheap,daily,True,79,TLS1.2,self_signed,shared,no,67,yes,40,established
theguardian.com,True,19,True,GlobalSign,0,0.5,USA,200,0.15,69,medium,True,True,True,False,GoDaddy,daily,True,90,TLS1.3,OV,enterprise,yes,19,no,0,growing
nypost.com,True,4,True,none,1,5.6,USA,200,0.84,213,medium,False,True,True,False,OVH,daily,True,30,TLS1.2,DV,cloud,no,22,yes,35,new
cam.ac.uk,True,98,True,Amazon,0,0.6,UK,200,0.1,49,high,True,True,True,False,MarkMonitor,hourly,True,95,TLS1.2,OV,cloud,no,7,no,0,established
nih.gov,True,59,True,DigiCert,0,0.5,USA,200,0.1,27,high,True,True,True,False,MarkMonitor,daily,True,99,TLS1.3,EV,cloud,yes,8,no,0,established
wikipedia.org,True,194,True,Amazon,0,1.2,USA,200,0.07,46,high,True,True,True,False,GoDaddy,weekly,True,89,TLS1.3,OV,cloud,no,18,no,0,legacy
cnn.com,True,192,True,Amazon,0,0.9,Canada,200,0.12,40,high,True,True,True,False,MarkMonitor,hourly,True,82,TLS1.3,OV,cloud,yes,5,no,0,legacy
nih.gov,True,52,True,DigiCert,0,1.5,France,200,0.04,63,medium,True,True,True,False,GoDaddy,daily,True,93,TLS1.3,EV,enterprise,yes,18,yes,0,established
beforeitsnews.com,True,11,True,GeoTrust,2,2.4,UK,200,0.84,78,low,False,False,False,True,GoDaddy,irregular,True,44,TLS1.2,none,cloud,yes,46,no,11,growing
zerohedge.com,True,30,True,Let's Encrypt,3,4.2,USA,200,0.78,104,low,False,False,False,True,GoDaddy,weekly,True,51,none,DV,cloud,no,69,yes,23,established
abcnews.com.co,True,21,True,Let's Encrypt,2,2.3,USA,200,0.78,49,medium,False,True,True,False,Namecheap,irregular,True,51,TLS1.1,DV,cloud,yes,94,yes,4,growing
neonnettle.com,True,47,False,Let's Encrypt,1,4.2,USA,200,0.9,155,low,False,False,False,False,GoDaddy,weekly,True,66,TLS1.2,DV,shared,no,90,yes,66,established
bbc.com.co,True,11,True,Let's Encrypt,2,3.0,USA,200,0.95,63,low,False,True,False,True,Namecheap,weekly,True,70,TLS1.1,self_signed,cloud,no,74,yes,5,growing
wakingtimes.com,True,53,True,none,1,4.2,USA,200,0.63,78,medium,False,True,False,True,GoDaddy,weekly,True,41,TLS1.0,self_signed,cloud,yes,55,yes,58,established
wikipedia.org,True,33,True,DigiCert,1,1.8,France,200,0.21,19,medium,True,True,True,False,Verisign,daily,True,88,TLS1.3,EV,cloud,yes,8,no,0,established
nature.com,True,89,True,GlobalSign,2,1.3,France,200,0.17,52,medium,True,True,True,False,Verisign,daily,True,88,TLS1.3,OV,enterprise,yes,10,no,0,established
theguardian.com,True,21,True,DigiCert,1,1.5,USA,200,0.35,28,high,True,True,True,True,MarkMonitor,hourly,True,83,TLS1.3,EV,cloud,yes,6,no,0,growing
nypost.com,True,36,False,Let's Encrypt,1,4.1,Russia,200,0.99,113,medium,True,False,False,False,GoDaddy,irregular,False,62,TLS1.2,DV,cloud,yes,56,yes,90,established
bloomberg.com,True,142,True,GlobalSign,0,1.5,Germany,200,0.3,27,high,True,True,True,False,Verisign,hourly,True,99,TLS1.3,OV,cloud,yes,4,no,0,legacy
occupydemocrats.com,True,15,False,Let's Encrypt,2,3.4,Offshore,200,0.88,177,medium,True,True,False,True,GoDaddy,irregular,False,69,TLS1.3,self_signed,cloud,no,36,no,19,growing
wakingtimes.com,True,19,True,Let's Encrypt,3,4.6,Offshore,200,0.82,109,none,False,True,True,True,Namecheap,irregular,True,27,TLS1.2,self_signed,offshore,yes,32,yes,0,growing
occupydemocrats.com,True,23,True,Cloudflare,3,4.3,Canada,200,0.97,167,none,False,False,False,True,Namecheap,weekly,False,59,none,DV,cloud,no,23,no,50,growing
breitbart.com,True,2,True,none,1,2.1,UK,200,0.99,127,medium,True,False,False,True,GoDaddy,irregular,False,45,TLS1.1,DV,cloud,no,38,no,22,new
who.int,True,66,True,DigiCert,0,0.5,Canada,200,0.1,44,high,True,True,True,False,MarkMonitor,daily,True,88,TLS1.3,OV,cloud,yes,13,no,0,established
nih.gov,True,196,True,DigiCert,0,1.4,USA,200,0.04,43,high,True,True,True,False,MarkMonitor,daily,True,93,TLS1.3,EV,cloud,yes,2,no,0,legacy
who.int,True,152,True,DigiCert,0,0.7,USA,200,0.08,21,high,True,True,True,False,CSC Corporate,hourly,True,88,TLS1.3,EV,enterprise,no,3,no,0,legacy
harvard.edu,True,177,True,InCommon,0,1.0,USA,200,0.37,52,high,True,True,False,False,MarkMonitor,daily,True,92,TLS1.3,EV,cloud,yes,12,no,0,legacy
who.int,True,175,True,GlobalSign,1,1.2,Canada,200,0.22,17,high,True,True,True,False,CSC Corporate,hourly,True,86,TLS1.3,EV,enterprise,yes,11,no,0,legacy
dailybuzzlive.com,True,15,False,Let's Encrypt,2,7.9,USA,200,0.88,92,low,False,True,True,True,Namecheap,daily,True,17,TLS1.2,DV,shared,yes,85,yes,63,growing
ft.com,True,49,True,InCommon,2,1.2,Germany,200,0.04,20,medium,True,True,True,False,Network Solutions,daily,True,83,TLS1.3,EV,enterprise,no,6,no,0,established
infowars.com,False,19,False,none,3,3.7,USA,200,0.88,174,medium,False,False,True,True,GoDaddy,weekly,True,65,TLS1.2,none,cloud,no,24,yes,6,growing
newspunch.com,False,20,False,none,2,7.0,Offshore,200,0.76,76,medium,False,False,False,True,Namecheap,irregular,True,65,TLS1.3,none,cloud,no,64,no,69,growing
fda.gov,True,17,True,InCommon,1,1.6,UK,200,0.02,61,high,True,True,True,False,MarkMonitor,hourly,True,97,TLS1.3,EV,enterprise,yes,12,no,0,growing
mayo.edu,True,18,True,Let's Encrypt,0,1.1,Switzerland,200,0.34,59,high,True,True,True,False,MarkMonitor,weekly,True,96,TLS1.2,EV,cloud,yes,1,no,0,growing
economist.com,True,88,True,InCommon,1,1.5,UK,200,0.31,42,high,True,True,True,True,MarkMonitor,daily,True,91,TLS1.3,DV,cloud,yes,19,no,0,established
jstor.org,True,6,True,GlobalSign,1,0.9,USA,200,0.26,32,high,False,True,True,False,Verisign,daily,True,99,TLS1.3,EV,enterprise,yes,12,no,0,new
nature.com,True,60,True,DigiCert,1,1.9,USA,200,0.33,68,high,False,True,True,False,Verisign,daily,True,92,TLS1.3,OV,enterprise,yes,15,no,0,established
sciencemag.org,True,64,True,Let's Encrypt,1,1.4,UK,200,0.12,63,high,True,True,True,False,GoDaddy,hourly,True,90,TLS1.2,OV,cloud,yes,14,no,0,established
occupydemocrats.com,True,7,True,GeoTrust,5,5.8,USA,200,0.96,96,low,False,False,True,True,Namecheap,irregular,True,18,TLS1.2,DV,shared,no,66,yes,8,new
nypost.com,True,5,True,Cloudflare,5,2.0,Canada,200,0.56,165,medium,False,False,False,False,Unknown,irregular,False,14,TLS1.2,self_signed,cloud,no,78,yes,70,new
harvard.edu,True,37,True,DigiCert,0,1.0,UK,200,0.08,16,medium,True,True,True,True,GoDaddy,daily,True,96,TLS1.2,OV,enterprise,yes,2,no,0,established
dailybuzzlive.com,True,19,True,Let's Encrypt,2,5.9,USA,200,0.89,185,none,False,True,True,True,OVH,weekly,False,20,TLS1.1,none,shared,no,78,yes,22,growing
nasa.gov,True,104,True,GlobalSign,0,1.7,UK,200,0.19,52,high,True,True,True,False,Network Solutions,hourly,True,95,TLS1.3,OV,enterprise,yes,9,no,0,legacy
ft.com,True,24,True,Amazon,1,2.2,USA,200,0.1,32,high,True,True,True,False,Network Solutions,hourly,True,87,TLS1.3,EV,enterprise,yes,17,no,0,growing
reuters.com,True,14,True,InCommon,0,1.4,UK,200,0.11,50,high,True,True,True,False,CSC Corporate,hourly,True,85,TLS1.3,EV,enterprise,yes,7,no,0,growing
globalresearch.ca,True,10,True,Let's Encrypt,3,3.8,USA,200,0.69,202,none,False,False,True,True,Unknown,irregular,True,18,none,none,shared,yes,72,yes,0,new
who.int,True,75,True,Amazon,1,0.5,UK,200,0.06,60,high,True,True,False,False,Network Solutions,hourly,True,94,TLS1.2,DV,enterprise,yes,11,no,0,established
jstor.org,True,82,True,Amazon,0,0.8,Germany,200,0.08,55,high,True,True,True,False,CSC Corporate,hourly,True,83,TLS1.2,DV,enterprise,yes,3,no,0,established
naturalnews.com,True,1,False,Let's Encrypt,2,6.2,Offshore,200,0.71,68,low,False,False,False,True,OVH,daily,True,45,TLS1.0,none,shared,yes,69,yes,59,new
nypost.com,True,5,True,none,0,4.1,Offshore,200,0.89,46,low,False,False,False,True,Namecheap,irregular,True,48,TLS1.2,self_signed,offshore,yes,46,yes,8,new
cnn.com,True,65,True,GlobalSign,0,1.3,USA,200,0.02,36,high,True,True,True,False,CSC Corporate,daily,True,84,TLS1.3,OV,cloud,yes,10,no,0,established
britannica.com,True,11,True,GlobalSign,0,1.7,UK,200,0.16,57,high,True,True,True,False,Verisign,hourly,True,89,TLS1.3,EV,enterprise,yes,14,no,0,growing
who.int,True,30,True,DigiCert,1,1.3,UK,200,0.33,33,high,True,True,True,False,CSC Corporate,daily,True,84,TLS1.2,EV,cloud,yes,15,no,0,established
newspunch.com,False,2,False,none,2,2.7,UK,200,0.85,146,medium,False,False,True,True,eNom,weekly,True,26,TLS1.2,self_signed,offshore,no,47,yes,28,new
mit.edu,True,57,True,DigiCert,0,1.5,UK,200,0.12,46,high,True,True,True,False,Verisign,hourly,False,97,TLS1.2,EV,enterprise,yes,2,no,0,established
mercola.com,True,46,True,self-signed,3,5.0,USA,200,0.35,93,low,False,True,False,False,GoDaddy,weekly,False,21,TLS1.2,DV,offshore,no,23,no,26,established
breitbart.com,False,46,False,none,5,3.5,Offshore,200,0.41,60,medium,False,False,True,True,Namecheap,irregular,False,48,TLS1.2,DV,shared,yes,84,no,21,established
harvard.edu,True,96,True,GlobalSign,0,1.4,USA,200,0.08,60,high,True,True,True,True,CSC Corporate,daily,True,85,TLS1.3,OV,enterprise,yes,9,no,0,established
fda.gov,True,28,True,GlobalSign,2,1.8,Canada,200,0.1,29,high,True,True,True,False,Network Solutions,hourly,True,94,TLS1.2,OV,enterprise,yes,13,no,0,established
apnews.com,True,44,True,DigiCert,2,1.3,USA,200,0.02,23,high,True,True,True,True,Network Solutions,weekly,True,88,TLS1.3,OV,enterprise,no,8,no,0,established
beforeitsnews.com,False,32,False,none,1,2.7,USA,200,0.76,126,low,False,False,False,True,GoDaddy,daily,True,70,TLS1.2,self_signed,cloud,no,77,yes,55,established
mit.edu,True,173,True,DigiCert,1,1.0,USA,200,0.15,63,medium,True,True,True,False,CSC Corporate,weekly,True,92,TLS1.3,EV,enterprise,yes,16,no,0,legacy
activistpost.com,True,13,True,Cloudflare,1,5.6,USA,200,0.83,177,medium,False,True,False,True,GoDaddy,weekly,False,17,TLS1.2,DV,cloud,yes,37,yes,6,growing
thegatewaypundit.com,True,2,False,GeoTrust,5,3.5,USA,200,0.91,164,medium,False,False,False,True,GoDaddy,daily,True,19,TLS1.3,DV,shared,no,70,no,25,new
bipartisanreport.com,True,21,True,GeoTrust,0,6.4,Canada,200,0.93,205,low,True,False,True,True,OVH,irregular,True,26,TLS1.3,none,cloud,yes,91,no,0,growing
newspunch.com,True,22,False,GeoTrust,2,3.4,USA,200,0.26,169,medium,False,False,False,True,Namecheap,irregular,True,17,TLS1.2,DV,offshore,yes,90,no,10,growing
bbc.com.co,False,18,False,none,4,4.0,Offshore,200,0.48,135,medium,False,False,False,False,eNom,daily,True,39,TLS1.1,DV,cloud,no,69,yes,4,growing
globalresearch.ca,True,7,True,Cloudflare,2,6.8,USA,200,0.82,211,medium,False,False,False,True,Unknown,weekly,True,46,TLS1.1,none,shared,no,31,no,15,new
nypost.com,True,57,True,none,3,4.4,UK,200,0.46,108,none,False,False,False,True,Unknown,daily,True,73,TLS1.2,DV,shared,no,59,no,9,established
dailymail.co.uk,False,45,False,none,2,5.3,USA,200,0.74,57,none,True,True,False,True,OVH,daily,True,21,TLS1.2,DV,shared,no,65,yes,28,established
dailywire.com,True,4,False,Let's Encrypt,5,4.7,USA,200,0.56,112,none,True,True,False,True,GoDaddy,irregular,True,28,TLS1.0,DV,shared,yes,48,no,27,new
occupydemocrats.com,False,22,False,none,0,1.5,Canada,200,0.62,90,none,False,False,False,True,eNom,daily,True,20,TLS1.3,OV,shared,no,40,no,35,growing
nytimes.com,True,72,True,InCommon,0,1.5,Germany,200,0.02,46,high,True,True,True,False,Network Solutions,hourly,True,88,TLS1.2,EV,enterprise,no,12,no,0,established
britannica.com,True,7,True,Amazon,1,1.9,Switzerland,200,0.29,62,high,True,True,True,False,Verisign,daily,True,92,TLS1.3,OV,enterprise,yes,1,no,0,new
nytimes.com,True,110,True,InCommon,0,0.5,USA,200,0.33,40,high,True,True,True,False,MarkMonitor,weekly,True,85,TLS1.2,OV,enterprise,yes,5,no,0,legacy
conservativetribune.com,True,4,True,self-signed,5,5.6,Offshore,200,0.99,62,medium,False,True,False,True,Namecheap,irregular,True,43,none,OV,offshore,no,63,yes,87,new
wsj.com,True,46,True,InCommon,0,1.3,USA,200,0.08,61,high,True,True,True,False,MarkMonitor,hourly,True,86,TLS1.2,OV,enterprise,yes,2,no,0,established
davidwolfe.com,True,7,True,Let's Encrypt,2,2.9,USA,200,0.55,139,none,False,False,False,True,GoDaddy,weekly,True,26,TLS1.2,DV,shared,no,43,no,0,new
naturalnews.com,False,19,False,none,1,3.8,USA,200,0.65,168,medium,False,False,False,False,GoDaddy,weekly,True,12,none,DV,cloud,no,22,no,27,growing
bloomberg.com,True,113,True,DigiCert,1,1.8,Germany,200,0.07,66,high,False,True,True,True,MarkMonitor,daily,True,95,TLS1.3,OV,enterprise,yes,16,yes,0,legacy
rt.com,False,4,False,none,1,7.3,USA,200,0.29,139,medium,True,False,False,True,Namecheap,irregular,False,26,TLS1.3,OV,shared,yes,90,yes,26,new
dailymail.co.uk,False,35,False,none,0,5.6,USA,200,0.76,210,low,False,False,True,True,Namecheap,daily,False,47,TLS1.1,self_signed,cloud,yes,71,yes,69,established
thedailysheeple.com,True,7,False,self-signed,0,5.5,UK,200,0.96,137,low,True,False,True,True,GoDaddy,daily,True,63,TLS1.2,none,shared,no,84,no,22,new
breitbart.com,True,13,False,Cloudflare,1,4.6,USA,200,0.8,55,medium,False,True,False,True,Namecheap,daily,False,20,TLS1.2,DV,shared,no,51,no,60,growing
dailywire.com,True,10,True,Cloudflare,1,5.6,USA,200,0.97,90,low,False,True,False,True,Unknown,irregular,False,17,TLS1.2,DV,shared,no,67,no,0,new
gov.uk,True,32,True,DigiCert,1,1.6,UK,200,0.07,17,high,True,True,True,False,Network Solutions,daily,False,94,TLS1.2,EV,cloud,yes,9,no,0,established
infowars.com,False,5,False,none,2,6.8,USA,200,0.9,96,low,False,True,False,True,GoDaddy,daily,True,56,TLS1.2,none,shared,no,56,yes,8,new
mercola.com,True,23,False,Let's Encrypt,4,8.1,Canada,200,0.61,135,low,True,True,False,True,Namecheap,irregular,True,26,TLS1.0,DV,offshore,no,63,yes,0,growing
washingtonpost.com,True,167,True,GlobalSign,0,0.5,USA,200,0.02,18,high,True,True,True,True,Verisign,daily,True,87,TLS1.3,EV,enterprise,yes,6,no,0,legacy
wakingtimes.com,True,13,True,Cloudflare,3,1.5,USA,200,0.68,133,medium,False,False,False,True,Namecheap,weekly,True,23,TLS1.2,DV,cloud,no,43,yes,23,growing
wakingtimes.com,True,12,True,Cloudflare,2,5.7,USA,200,0.41,94,low,False,True,True,True,Unknown,daily,False,72,TLS1.2,self_signed,cloud,no,58,no,0,growing
cam.ac.uk,True,122,True,InCommon,1,0.6,France,200,0.3,26,high,True,True,True,True,GoDaddy,hourly,True,95,TLS1.3,EV,enterprise,yes,11,no,0,legacy
sputniknews.com,True,16,True,Let's Encrypt,0,4.8,USA,200,0.39,174,medium,False,False,True,True,Namecheap,irregular,True,17,TLS1.3,DV,cloud,no,59,yes,6,growing
nature.com,True,40,True,DigiCert,1,0.9,USA,200,0.36,15,high,True,True,True,False,Network Solutions,daily,True,82,TLS1.3,OV,cloud,yes,15,no,0,established
sputniknews.com,True,7,True,Let's Encrypt,2,6.2,USA,200,0.6,169,low,False,True,True,True,GoDaddy,daily,True,52,TLS1.2,self_signed,offshore,no,93,yes,75,new
nature.com,False,96,False,none,0,0.8,Switzerland,200,0.03,40,medium,True,False,True,False,Network Solutions,daily,True,85,TLS1.3,OV,enterprise,yes,11,no,0,established
thedailysheeple.com,True,43,False,self-signed,4,4.1,Russia,200,0.81,159,medium,False,True,True,True,Namecheap,weekly,True,26,TLS1.2,none,cloud,no,68,yes,0,established
mercola.com,True,4,True,GeoTrust,1,1.5,Canada,200,0.55,210,medium,False,False,False,True,Unknown,irregular,True,55,TLS1.2,none,cloud,no,34,no,0,new
npr.org,True,156,True,DigiCert,1,0.5,USA,200,0.03,56,high,True,True,True,False,GoDaddy,daily,True,87,TLS1.3,OV,enterprise,yes,5,no,0,legacy
globalresearch.ca,False,42,False,none,1,5.4,Offshore,200,0.91,99,none,False,False,False,False,GoDaddy,daily,True,9,TLS1.2,DV,shared,no,56,yes,89,established
wsj.com,True,148,True,GlobalSign,1,0.9,UK,200,0.42,25,high,True,True,True,False,Verisign,hourly,True,89,TLS1.2,OV,cloud,no,11,no,0,legacy
mayo.edu,True,40,True,DigiCert,1,1.5,UK,200,0.14,59,high,True,True,True,False,CSC Corporate,daily,True,87,TLS1.3,OV,cloud,no,9,no,0,established
davidwolfe.com,True,18,True,Cloudflare,4,1.9,Russia,200,0.79,149,low,False,False,False,True,GoDaddy,daily,True,34,TLS1.2,DV,cloud,no,36,yes,14,growing
theguardian.com,True,39,True,InCommon,2,1.0,USA,200,0.29,20,medium,True,True,True,False,Verisign,hourly,True,96,TLS1.3,OV,cloud,yes,3,no,0,established
infowars.com,True,6,False,Cloudflare,1,1.5,Canada,200,0.88,73,medium,False,False,False,True,Namecheap,weekly,True,23,TLS1.0,DV,cloud,no,82,yes,73,new
thedailysheeple.com,True,7,True,GeoTrust,4,4.8,USA,200,0.93,212,medium,False,False,False,True,GoDaddy,irregular,True,21,TLS1.2,self_signed,cloud,no,38,yes,96,new
abcnews.com.co,True,7,True,Cloudflare,2,6.9,Offshore,200,0.85,101,low,False,False,False,False,Namecheap,daily,False,57,TLS1.2,DV,shared,no,48,no,52,new
dailywire.com,True,22,True,Let's Encrypt,0,5.8,Offshore,200,0.42,175,none,False,False,False,True,Namecheap,weekly,False,49,TLS1.1,self_signed,cloud,yes,66,no,22,growing
breitbart.com,True,8,False,none,2,6.7,UK,200,0.92,154,low,False,True,False,False,eNom,weekly,True,32,TLS1.0,self_signed,shared,no,62,no,52,new
washingtonpost.com,True,144,True,Amazon,0,1.8,USA,200,0.23,42,high,True,True,True,False,MarkMonitor,daily,True,90,TLS1.2,OV,enterprise,yes,4,no,0,legacy
breitbart.com,True,12,True,Cloudflare,3,3.0,Russia,200,0.99,103,low,True,False,False,True,Namecheap,irregular,False,10,TLS1.2,DV,shared,no,68,yes,19,growing
ft.com,True,107,True,GlobalSign,0,1.5,USA,200,0.37,40,medium,True,True,True,False,Network Solutions,daily,True,82,TLS1.2,EV,enterprise,yes,13,yes,0,legacy
economist.com,True,122,True,DigiCert,0,1.4,USA,200,0.19,34,high,True,True,True,False,CSC Corporate,daily,True,95,TLS1.3,EV,enterprise,yes,14,no,0,legacy
rt.com,False,12,False,none,2,3.6,USA,200,0.74,203,medium,False,False,False,False,GoDaddy,daily,False,48,none,none,shared,no,88,yes,3,growing
naturalnews.com,False,1,False,none,0,7.5,USA,200,0.91,60,low,False,False,False,True,GoDaddy,irregular,False,35,TLS1.2,DV,cloud,no,54,yes,10,new
economist.com,True,92,True,GlobalSign,0,1.3,Germany,200,0.09,38,high,True,True,True,False,Verisign,hourly,True,87,TLS1.3,EV,enterprise,yes,10,no,0,established
beforeitsnews.com,True,1,True,none,5,6.4,USA,200,0.34,105,low,False,False,False,True,GoDaddy,irregular,True,25,TLS1.3,DV,shared,yes,26,yes,47,new
naturalnews.com,True,10,True,Let's Encrypt,3,1.8,USA,200,0.91,133,medium,True,False,True,True,GoDaddy,daily,False,29,TLS1.2,none,offshore,no,90,yes,27,new
bbc.com.co,True,11,True,Cloudflare,0,1.5,USA,200,0.96,156,medium,True,False,True,True,GoDaddy,daily,False,71,TLS1.2,DV,offshore,no,27,yes,0,growing
cam.ac.uk,True,81,True,DigiCert,1,1.1,USA,200,0.05,65,high,True,True,True,False,CSC Corporate,daily,True,94,TLS1.3,EV,enterprise,yes,19,no,0,established
theguardian.com,True,118,True,InCommon,0,0.6,USA,200,0.09,30,high,True,True,True,False,MarkMonitor,hourly,True,84,TLS1.2,DV,enterprise,yes,4,yes,0,legacy
bbc.com.co,True,14,True,GeoTrust,1,3.5,UK,200,0.51,49,low,False,False,False,False,GoDaddy,daily,True,50,TLS1.2,self_signed,cloud,no,27,yes,0,growing
infowars.com,False,29,False,none,1,2.9,USA,200,0.92,213,none,False,True,False,True,Namecheap,irregular,False,17,TLS1.2,DV,cloud,no,61,yes,40,established
npr.org,True,129,True,Let's Encrypt,1,1.2,UK,200,0.43,37,medium,True,True,True,False,Verisign,hourly,True,95,TLS1.2,EV,cloud,yes,4,no,0,legacy
theguardian.com,True,177,False,none,1,1.4,USA,200,0.06,21,high,True,True,True,False,MarkMonitor,daily,True,99,TLS1.3,EV,cloud,yes,9,no,0,legacy
ox.ac.uk,True,73,True,DigiCert,0,1.6,USA,200,0.13,15,high,True,True,True,False,CSC Corporate,hourly,True,95,TLS1.3,OV,cloud,yes,1,no,0,established
yournewswire.com,True,17,False,Let's Encrypt,4,1.8,Offshore,200,0.97,48,none,False,True,True,True,eNom,daily,False,42,TLS1.2,DV,shared,no,22,no,23,growing
zerohedge.com,True,31,True,Cloudflare,2,3.5,USA,200,0.69,81,medium,False,False,True,True,eNom,irregular,False,68,TLS1.1,DV,offshore,yes,40,yes,45,established
berkeley.edu,True,75,True,InCommon,0,1.3,France,200,0.08,47,high,True,True,True,False,CSC Corporate,hourly,True,93,TLS1.3,OV,cloud,no,18,no,0,established
mit.edu,True,60,True,Amazon,0,0.5,UK,200,0.33,23,high,True,True,True,False,CSC Corporate,daily,True,94,TLS1.2,OV,enterprise,yes,17,no,0,established
zerohedge.com,True,11,True,Let's Encrypt,1,4.8,UK,200,0.47,214,low,False,True,False,True,Unknown,weekly,True,67,TLS1.3,none,cloud,no,94,yes,22,growing
newspunch.com,True,17,False,self-signed,3,4.1,USA,200,0.89,107,low,False,True,False,True,GoDaddy,irregular,False,17,TLS1.2,DV,offshore,no,56,yes,63,growing
wsj.com,True,22,True,DigiCert,0,1.0,USA,200,0.05,16,high,True,True,True,False,MarkMonitor,daily,True,83,TLS1.3,OV,enterprise,yes,16,no,0,growing
nasa.gov,True,50,True,DigiCert,1,1.4,Canada,200,0.34,67,medium,True,True,True,False,CSC Corporate,hourly,True,86,TLS1.3,EV,cloud,yes,12,no,0,established
davidwolfe.com,True,49,True,Let's Encrypt,0,5.7,USA,200,0.61,43,none,False,False,True,True,Unknown,weekly,False,36,TLS1.2,self_signed,cloud,yes,28,no,24,established
infowars.com,False,8,False,none,5,8.9,USA,200,0.87,120,low,False,True,True,True,eNom,irregular,False,55,TLS1.2,none,cloud,no,43,yes,19,new
harvard.edu,True,107,True,DigiCert,1,1.9,UK,200,0.25,61,high,True,True,True,False,CSC Corporate,daily,True,94,TLS1.2,EV,enterprise,yes,10,no,0,legacy
dailywire.com,False,3,False,none,2,3.1,Offshore,200,0.54,119,low,False,False,False,True,eNom,weekly,False,12,none,DV,cloud,no,92,yes,4,new
occupydemocrats.com,True,19,True,Cloudflare,1,1.8,Russia,200,0.32,162,low,True,False,False,True,GoDaddy,irregular,False,16,TLS1.2,DV,shared,no,44,yes,24,growing
thedailysheeple.com,True,6,True,Let's Encrypt,4,4.9,USA,200,0.61,78,medium,True,False,False,True,Namecheap,irregular,False,71,TLS1.3,self_signed,offshore,no,43,yes,32,new
activistpost.com,True,23,True,GeoTrust,1,5.7,Offshore,200,0.4,81,low,False,True,True,False,Namecheap,daily,True,34,TLS1.0,self_signed,cloud,no,35,no,8,growing
cnn.com,True,144,True,DigiCert,0,1.8,UK,200,0.19,44,high,True,True,False,False,Network Solutions,daily,True,98,TLS1.3,EV,enterprise,no,4,no,0,legacy
stanford.edu,True,65,True,DigiCert,0,0.5,USA,200,0.1,31,high,True,True,True,False,Verisign,daily,True,94,TLS1.3,EV,enterprise,yes,6,no,0,established
nasa.gov,True,62,True,GlobalSign,0,1.2,Germany,200,0.12,51,medium,True,True,True,False,Network Solutions,hourly,True,93,TLS1.3,OV,enterprise,yes,6,no,0,established
activistpost.com,False,5,False,none,5,6.5,Offshore,200,0.99,209,medium,False,False,False,True,OVH,irregular,True,69,TLS1.2,DV,shared,no,65,no,23,new
